setor;cnae_classe;situacao_cadastral;natureza_juridica;grande_empresa;obrigacoes_acessorias;obrigacao_principal;atuacao_fiscal;analise_comparativa;consistencia;comercio_exterior;conformidade;impacto
08001 - Automoveis;45412;Ativa;Entidades empresariais;Sim;0,9979;0,9999;0,9000;0,5556;0,6287;1;0,8159;Muito Baixo
05004 - Fabricacao e comercio de prod. de metal;29492;Ativa;Entidades empresariais;Sim;0,8429;1,0000;0,8256;0,6492;0,9658;0,7694;0,8671;Moderado
10001 - Textil;14126;Ativa;Entidades empresariais;Sim;0,9512;0,9361;0,9524;0,5556;0,8926;0,8321;0,8807;Moderado
09001 - Educacao;85333;Ativa;Entidades sem fins lucrativos;Sim;0,7568;0,9854;1,0000;0,4898;0,5786;0,7951;0,776;Alto
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,9911;0,8533;0,9710;0,6667;0,6406;0,7;0,8022;Alto
10003 - Bens de Capital;64620;Ativa;Entidades empresariais;Sim;0,9664;0,7698;0,9421;0,6500;0,7058;1;0,8295;Muito Alto
10001 - Textil;14126;Ativa;Entidades empresariais;Sim;0,9736;0,8904;0,9877;0,4444;0,9323;0,7928;0,8842;Muito Alto
06004 - Alimentos Processados;10996;Ativa;Entidades empresariais;Sim;0,7460;0,9453;0,8929;0,6667;0,9618;0,8069;0,8739;Alto
06003 - Pecuaria, carnes, leites e derivados;10121;Ativa;Entidades empresariais;Sim;0,9763;0,7303;0,9900;0,4444;0,6409;0,9395;0,7931;Baixo
06004 - Alimentos Processados;10619;Ativa;Entidades empresariais;Sim;0,9640;0,5489;0,9199;0,5556;0,6167;0,7326;0,7337;Muito Alto
10001 - Textil;13308;Ativa;Entidades empresariais;Sim;0,9236;0,8388;1,0000;0,5556;0,6979;0,917;0,8296;Baixo
07002 - Varejistas;47831;Ativa;Entidades empresariais;Sim;0,9549;0,8740;0,8325;0,6667;0,8859;0,8596;0,8519;Muito Alto
07002 - Varejistas;46494;Ativa;Entidades empresariais;Sim;0,9653;0,7013;0,9833;0,4444;0,5548;0,6546;0,7323;Alto
04002 - Eletroeletronicos;26108;Ativa;Entidades empresariais;Sim;0,9120;0,8549;0,9981;0,4444;0,7956;0,8309;0,8395;Alto
08001 - Automoveis;29450;Ativa;Entidades empresariais;Sim;0,8571;0,9751;0,9833;0,4444;0,8096;0,8268;0,848;Moderado
02004 - Fabricacao de Borracha;22293;Ativa;Entidades empresariais;Sim;0,9207;0,9919;1,0000;0,4444;0,6391;0,7662;0,8039;Baixo
09003 - Farmaceutico e Produtos Hospitalares;46443;Ativa;Entidades empresariais;Sim;0,8765;1,0000;1,0000;0,4444;0,5542;1;0,7984;Alto
06000 - Bebidas - Alcoolicas;46354;Ativa;Entidades empresariais;Sim;0,8561;0,9997;0,9333;0,4444;0,7024;1;0,8221;Baixo
08001 - Automoveis;45307;Ativa;Entidades empresariais;Sim;0,9703;0,9178;1,0000;0,6667;0,8301;0,7976;0,8826;Alto
10004 - Papel e Celulose;17222;Ativa;Entidades empresariais;Sim;0,9347;0,7928;0,9900;0,5556;0,8367;0,8556;0,8579;Alto
08003 - Transporte Maritimo;50211;Ativa;Entidades empresariais;Sim;0,8928;0,7079;0,7883;0,5556;0,582;0,763;0,7014;Muito Alto
06001 - Producao e comercio agricola;46320;Ativa;Entidades empresariais;Sim;0,8359;0,5025;1,0000;0,6667;0,8601;1;0,8486;Moderado
09001 - Educacao;85317;Ativa;Entidades sem fins lucrativos;Sim;0,7791;0,9999;1,0000;0,6107;0,7113;0,8277;0,8351;Moderado
09001 - Educacao;85325;Ativa;Entidades empresariais;Sim;0,9765;0,9954;1,0000;0,4881;0,6058;1;0,8276;Baixo
08001 - Automoveis;30911;Ativa;Entidades empresariais;Sim;0,6787;0,9800;0,9822;0,4444;0,9704;0,8062;0,8767;Moderado
05001 - Metalurgia e Siderurgia;24512;Ativa;Entidades empresariais;Sim;0,8359;0,6718;1,0000;0,4444;0,7391;0,8994;0,8003;Muito Alto
10001 - Textil;13219;Ativa;Entidades empresariais;Sim;0,9530;0,9009;0,8482;0,4444;0,91;0,8459;0,8429;Alto
07002 - Varejistas;47547;Ativa;Entidades empresariais;Sim;0,9011;0,8898;0,7667;0,4444;0,7949;1;0,7945;Moderado
02002 - Farmacos;47717;Ativa;Entidades empresariais;Sim;0,8864;0,9452;1,0000;0,4444;0,8936;1;0,8946;Muito Alto
10000 - Industria em Geral;32507;Ativa;Entidades empresariais;Sim;0,7553;0,9286;0,9936;0,4444;0,9186;0,7825;0,8634;Baixo
09001 - Educacao;85325;Ativa;Entidades empresariais;Sim;0,9611;0,9968;1,0000;0,4444;0,6999;1;0,8501;Moderado
02004 - Fabricacao de Borracha;64638;Ativa;Entidades empresariais;Sim;0,8732;0,9449;0,8933;0,6667;0,6774;1;0,8207;Baixo
02007 - Quimicos - Comercio;46842;Ativa;Entidades empresariais;Sim;0,9592;0,7056;1,0000;0,4444;0,8166;0,8857;0,8386;Moderado
10003 - Bens de Capital;28127;Ativa;Entidades empresariais;Sim;0,8839;0,9998;0,9590;0,6667;0,9636;0,8304;0,9157;Moderado
02001 - Quimicos - Fabricacao;20991;Ativa;Entidades empresariais;Sim;0,9476;0,6125;0,8000;0,4444;0,8762;0,8392;0,7835;Alto
10003 - Bens de Capital;28143;Ativa;Entidades empresariais;Sim;0,9199;0,7142;0,9440;0,4444;0,7282;0,7966;0,7846;Muito Alto
09000 - Saude;86101;Ativa;Entidades sem fins lucrativos;Sim;0,9813;1,0000;0,9933;0,4447;0,9019;1;0,9113;Baixo
02008 - Comercio varejista de combustiveis;47318;Ativa;Entidades empresariais;Sim;0,9278;0,8656;1,0000;0,4444;0,6236;1;0,8082;Moderado
05004 - Fabricacao e comercio de prod. de metal;25926;Ativa;Entidades empresariais;Sim;0,9848;0,9719;0,9933;0,6406;0,9756;0,8648;0,9365;Alto
02006 - Defensivos agricolas, adubos e fertilizantes;20134;Ativa;Entidades empresariais;Sim;0,9423;0,9433;0,9941;0,6667;0,9234;0,8392;0,9134;Alto
06001 - Producao e comercio agricola;46231;Ativa;Entidades empresariais;Sim;0,9507;1,0000;1,0000;0,4760;0,8746;1;0,9051;Moderado
06003 - Pecuaria, carnes, leites e derivados;10121;Ativa;Entidades empresariais;Sim;0,9085;0,5240;0,5471;0,4444;0,7946;0,9523;0,685;Alto
01000 - Instituicoes Financeiras e de Seguros;65120;Ativa;Entidades empresariais;Sim;0,7576;0,9803;0,9800;0,4444;0,9146;1;0,8866;Alto
08003 - Transporte Maritimo;52311;Ativa;Entidades empresariais;Sim;0,8588;0,6608;0,9300;0,6667;0,5437;0,8286;0,7382;Muito Baixo
06003 - Pecuaria, carnes, leites e derivados;10121;Ativa;Entidades empresariais;Sim;0,9462;0,6578;0,8338;0,4444;0,6202;0,8223;0,7198;Muito Alto
06003 - Pecuaria, carnes, leites e derivados;10121;Ativa;Entidades empresariais;Sim;0,9818;0,9477;0,9463;0,6667;0,6443;0,8337;0,8202;Muito Alto
10001 - Textil;13308;Ativa;Entidades empresariais;Sim;0,8929;0,9439;1,0000;0,6667;0,9356;0,8762;0,9175;Alto
02001 - Quimicos - Fabricacao;20991;Ativa;Entidades empresariais;Sim;0,8270;0,8450;1,0000;0,5556;0,9397;0,8599;0,8876;Alto
06000 - Bebidas - Alcoolicas;46354;Ativa;Entidades empresariais;Sim;0,8362;0,7522;0,9493;0,5556;0,5222;1;0,7519;Baixo
10001 - Textil;13235;Ativa;Entidades empresariais;Sim;1,0000;0,9449;1,0000;0,6667;0,6647;0,9888;0,8583;Baixo
07001 - Supermercados;46915;Ativa;Entidades empresariais;Sim;0,8799;0,9012;0,9867;0,4444;0,6353;1;0,8074;Baixo
06002 - Turismo, Hotelaria e Lazer;93212;Ativa;Entidades empresariais;Sim;0,7602;0,9662;1,0000;0,4919;0,9852;0,8091;0,8976;Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,6603;0,9419;1,0000;0,5279;0,6829;1;0,8167;Moderado
02004 - Fabricacao de Borracha;22226;Ativa;Entidades empresariais;Sim;0,9970;0,8971;0,9228;0,6667;0,9286;0,7722;0,8882;Alto
10000 - Industria em Geral;31012;Ativa;Entidades empresariais;Sim;0,9505;0,9045;1,0000;0,6667;0,864;0,8262;0,8921;Moderado
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,7206;0,8807;1,0000;0,6635;0,7553;1;0,8507;Alto
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,9884;0,6321;0,9567;0,5221;0,7927;1;0,8326;Alto
06001 - Producao e comercio agricola;10619;Ativa;Entidades empresariais;Sim;0,9108;0,7143;0,9365;0,4444;0,6548;0,8492;0,7648;Alto
08001 - Automoveis;29417;Ativa;Entidades empresariais;Sim;0,7706;0,8847;1,0000;0,5275;0,6799;0,908;0,8107;Baixo
06003 - Pecuaria, carnes, leites e derivados;10121;Ativa;Entidades empresariais;Sim;0,9638;0,9104;0,9797;0,6667;0,8594;0,8405;0,8885;Muito Alto
06001 - Producao e comercio agricola;10694;Ativa;Entidades empresariais;Sim;0,7641;1,0000;0,9325;0,4444;0,8936;0,7857;0,8486;Alto
10000 - Industria em Geral;32914;Ativa;Entidades empresariais;Sim;0,9789;0,8327;1,0000;0,4444;0,9315;0,8604;0,8877;Moderado
05002 - Cimento, ceramicas e revestimentos;23494;Ativa;Entidades empresariais;Sim;0,9521;0,9041;1,0000;0,5556;0,9485;0,8222;0,906;Moderado
10001 - Textil;13511;Ativa;Entidades empresariais;Sim;0,8848;0,7061;1,0000;0,6667;0,7413;0,8699;0,8293;Moderado
05002 - Cimento, ceramicas e revestimentos;23303;Ativa;Entidades empresariais;Sim;0,7404;0,9112;1,0000;0,6086;0,5171;1;0,7794;Baixo
07002 - Varejistas;47547;Ativa;Entidades empresariais;Sim;0,9630;0,9954;1,0000;0,4444;0,9745;1;0,9325;Alto
10003 - Bens de Capital;28330;Ativa;Entidades empresariais;Sim;0,9925;0,7443;0,9584;0,4444;0,692;0,9201;0,801;Moderado
04002 - Eletroeletronicos;27511;Ativa;Entidades empresariais;Sim;0,9432;0,9349;1,0000;0,4952;0,9014;0,9752;0,904;Moderado
09001 - Educacao;85317;Ativa;Entidades sem fins lucrativos;Sim;0,7639;0,8073;0,8000;0,5742;0,4991;1;0,7044;Moderado
02004 - Fabricacao de Borracha;22226;Ativa;Entidades empresariais;Sim;0,8296;0,9556;0,8851;0,5556;0,8205;0,7661;0,8238;Muito Alto
06001 - Producao e comercio agricola;82113;Ativa;Entidades empresariais;Sim;0,9843;0,8334;0,9367;0,5556;0,8849;1;0,8817;Moderado
05002 - Cimento, ceramicas e revestimentos;23427;Ativa;Entidades empresariais;Sim;0,9146;0,9889;0,9954;0,4444;0,957;0,8008;0,9005;Baixo
05002 - Cimento, ceramicas e revestimentos;23427;Ativa;Entidades empresariais;Sim;0,7763;0,7660;0,8728;0,5722;0,9729;0,929;0,8559;Muito Alto
06003 - Pecuaria, carnes, leites e derivados;46231;Ativa;Entidades empresariais;Sim;0,9262;0,8669;0,9000;0,6667;0,8909;1;0,8826;Moderado
06001 - Producao e comercio agricola;46231;Ativa;Entidades empresariais;Sim;0,9758;0,9934;1,0000;0,6667;0,9294;0,8286;0,9251;Alto
02006 - Defensivos agricolas, adubos e fertilizantes;46834;Ativa;Entidades empresariais;Sim;0,9962;0,9998;1,0000;0,4444;0,9655;1;0,9337;Baixo
02000 - Petroleo e Gas;35204;Ativa;Entidades empresariais;Sim;0,9709;1,0000;1,0000;0,4444;0,6889;1;0,8482;Baixo
08004 - Pedagios;52231;Ativa;Entidades empresariais;Sim;0,8618;0,9809;0,8967;0,5876;0,4791;1;0,7575;Muito Alto
02000 - Petroleo e Gas;35204;Ativa;Entidades empresariais;Sim;1,0000;0,9912;1,0000;0,6667;0,9782;1;0,9591;Muito Alto
07004 - Calcados;15319;Ativa;Entidades empresariais;Sim;0,9743;0,9981;0,9710;0,6667;0,6467;0,8439;0,8342;Moderado
05000 - Mineracao;07243;Ativa;Entidades empresariais;Sim;0,8782;0,9354;0,7567;0,5473;0,9537;0,7868;0,8315;Muito Alto
07000 - Comercio em Geral;46931;Ativa;Entidades empresariais;Sim;0,9648;0,9840;0,9914;0,4444;0,9053;0,8489;0,8931;Alto
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,9549;0,9580;0,8000;0,4462;0,6532;1;0,775;Alto
09000 - Saude;94120;Ativa;Entidades sem fins lucrativos;Sim;0,7965;0,9940;1,0000;0,5556;0,5643;1;0,8038;Muito Baixo
02001 - Quimicos - Fabricacao;20711;Ativa;Entidades empresariais;Sim;0,9616;0,9565;1,0000;0,6667;0,9141;0,8509;0,9169;Alto
11000 - Teleatendimento e Selecao, agenciamento e locacao de mao de obra;82202;Ativa;Entidades empresariais;Sim;0,9862;0,6909;1,0000;0,5091;0,8368;1;0,8635;Moderado
09000 - Saude;86101;Ativa;Entidades empresariais;Sim;0,9360;0,9963;1,0000;0,6073;0,9474;0,7288;0,911;Muito Alto
05001 - Metalurgia e Siderurgia;64620;Ativa;Entidades empresariais;Sim;0,9853;0,9796;1,0000;0,4444;0,9643;1;0,9298;Alto
11006 - Vigilancia, seguranca e investigacao - Servicos;80111;Ativa;Entidades empresariais;Sim;0,7414;0,7137;0,9000;0,4876;0,2402;1;0,6326;Moderado
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,9103;0,9563;1,0000;0,5520;0,9729;1;0,9329;Muito Alto
10004 - Papel e Celulose;16102;Ativa;Entidades empresariais;Sim;0,9285;0,6832;0,9667;0,5556;0,585;0,8471;0,7613;Muito Baixo
11007 - Igrejas e Associacoes;94308;Ativa;Entidades sem fins lucrativos;Sim;0,8174;0,9999;0,9066;0,5483;0,6839;1;0,8156;Baixo
04001 - Tecnologia (Software e Comercio);63119;Ativa;Entidades empresariais;Sim;0,8742;0,9995;1,0000;0,4444;0,9069;1;0,9039;Alto
11006 - Vigilancia, seguranca e investigacao - Servicos;80111;Ativa;Entidades empresariais;Sim;0,9827;0,6537;0,8000;0,4444;0,934;1;0,8254;Baixo
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,6861;0,8868;0,9667;0,5556;0,8581;1;0,8587;Alto
01000 - Instituicoes Financeiras e de Seguros;65111;Ativa;Entidades empresariais;Sim;0,9836;0,9657;0,9333;0,4444;0,8832;1;0,885;Alto
11006 - Vigilancia, seguranca e investigacao - Servicos;80111;Ativa;Entidades empresariais;Sim;0,9216;0,7608;1,0000;0,6667;0,5835;1;0,8052;Muito Alto
06004 - Alimentos Processados;46397;Ativa;Entidades empresariais;Sim;0,9793;1,0000;1,0000;0,6667;0,9943;0,8457;0,9475;Moderado
10003 - Bens de Capital;28402;Ativa;Entidades empresariais;Sim;0,9157;0,9586;0,7395;0,6667;0,8828;0,8171;0,8269;Muito Alto
02004 - Fabricacao de Borracha;22196;Ativa;Entidades empresariais;Sim;0,9292;0,8501;1,0000;0,4444;0,9062;0,7992;0,8712;Baixo
09001 - Educacao;85325;Ativa;Entidades empresariais;Sim;0,8812;0,9911;1,0000;0,4444;0,9603;1;0,9196;Moderado
02006 - Defensivos agricolas, adubos e fertilizantes;20134;Ativa;Entidades empresariais;Sim;0,9649;0,9266;0,7107;0,6667;0,6714;0,8015;0,7549;Muito Alto
06004 - Alimentos Processados;10627;Ativa;Entidades empresariais;Sim;0,9547;0,7468;1,0000;0,6667;0,9087;0,9603;0,9004;Alto
10003 - Bens de Capital;28330;Ativa;Entidades empresariais;Sim;0,8704;0,8723;0,9152;0,6667;0,8348;0,7836;0,8434;Alto
07002 - Varejistas;47539;Ativa;Entidades empresariais;Sim;0,9121;0,9302;0,9581;0,4444;0,6702;0,5856;0,7752;Muito Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,8595;0,9531;1,0000;0,6667;0,8794;1;0,9108;Alto
06005 - Bebidas - Nao Alcoolicos;11224;Ativa;Entidades empresariais;Sim;0,8783;0,9956;0,9900;0,6009;0,9823;0,8948;0,9288;Moderado
06004 - Alimentos Processados;10937;Ativa;Entidades empresariais;Sim;0,9679;0,9974;1,0000;0,6494;0,9673;0,755;0,9271;Moderado
09000 - Saude;86101;Ativa;Entidades sem fins lucrativos;Sim;0,7397;1,0000;1,0000;0,5556;0,5376;0,7714;0,768;Moderado
07002 - Varejistas;47814;Ativa;Entidades empresariais;Sim;0,8317;0,8591;0,8000;0,4444;0,9047;0,7952;0,8056;Alto
01000 - Instituicoes Financeiras e de Seguros;65111;Ativa;Entidades empresariais;Sim;0,8157;0,9866;0,9290;0,6577;0,953;1;0,9118;Muito Alto
06003 - Pecuaria, carnes, leites e derivados;10112;Ativa;Entidades empresariais;Sim;1,0000;0,9038;0,6667;0,4444;0,7048;1;0,751;Baixo
07001 - Supermercados;10911;Ativa;Entidades empresariais;Sim;0,8527;0,9367;0,8167;0,6667;0,7247;0,8571;0,7961;Alto
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9958;0,9978;1,0000;0,4444;0,9861;1;0,9396;Muito Alto
06001 - Producao e comercio agricola;64620;Ativa;Entidades empresariais;Sim;0,9664;0,5849;0,8096;0,4444;0,8395;0,8039;0,7702;Muito Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,9837;0,9885;1,0000;0,5294;0,9683;1;0,9404;Moderado
10000 - Industria em Geral;31012;Ativa;Entidades empresariais;Sim;0,9798;0,9990;1,0000;0,5556;0,9792;0,8671;0,9339;Moderado
06000 - Bebidas - Alcoolicas;11127;Ativa;Entidades empresariais;Sim;0,9051;1,0000;1,0000;0,4691;0,9906;0,7739;0,912;Alto
06000 - Bebidas - Alcoolicas;11127;Ativa;Entidades empresariais;Sim;0,9676;0,6129;0,9998;0,4444;0,9459;0,7706;0,8555;Moderado
09000 - Saude;86101;Ativa;Entidades sem fins lucrativos;Sim;0,8182;1,0000;1,0000;0,5398;0,65;0,8056;0,8114;Moderado
06004 - Alimentos Processados;10414;Ativa;Entidades empresariais;Sim;0,8452;0,8508;0,5377;0,6667;0,8957;0,8101;0,7536;Muito Alto
02004 - Fabricacao de Borracha;22111;Ativa;Entidades empresariais;Sim;0,8055;0,6783;0,9658;0,4444;0,9634;0,7468;0,8405;Baixo
06001 - Producao e comercio agricola;46222;Ativa;Entidades empresariais;Sim;0,8525;0,9587;1,0000;0,6667;0,9683;0,9583;0,9333;Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,9601;0,9075;1,0000;0,6667;0,6826;1;0,8564;Baixo
06004 - Alimentos Processados;10619;Ativa;Entidades empresariais;Sim;0,8231;0,7573;1,0000;0,5556;0,5313;1;0,7681;Alto
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,8076;0,5617;0,9267;0,6667;0,6581;0,9286;0,7646;Baixo
06001 - Producao e comercio agricola;01415;Ativa;Entidades empresariais;Sim;0,8624;0,9096;1,0000;0,4444;0,5836;1;0,7949;Moderado
06003 - Pecuaria, carnes, leites e derivados;01555;Ativa;Entidades empresariais;Sim;0,9764;0,9798;0,7985;0,6667;0,6577;0,8132;0,7841;Moderado
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9572;0,9795;1,0000;0,4748;0,9863;1;0,9366;Baixo
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9583;0,9944;1,0000;0,6667;0,9878;1;0,9582;Baixo
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9521;0,9986;1,0000;0,6632;0,9944;1;0,9597;Moderado
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,7521;0,9276;1,0000;0,5082;0,9286;0,802;0,8761;Alto
02004 - Fabricacao de Borracha;22226;Ativa;Entidades empresariais;Sim;0,8829;0,6378;0,7833;0,4444;0,9624;0,7544;0,7928;Moderado
05004 - Fabricacao e comercio de prod. de metal;25411;Ativa;Entidades empresariais;Sim;0,9556;0,9932;0,9911;0,5725;0,9549;0,8197;0,9179;Alto
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9358;0,9933;1,0000;0,6425;0,6948;1;0,8655;Baixo
02004 - Fabricacao de Borracha;22196;Ativa;Entidades empresariais;Sim;0,8803;0,6694;0,7323;0,4444;0,9091;0,8047;0,771;Muito Alto
05002 - Cimento, ceramicas e revestimentos;23303;Ativa;Entidades empresariais;Sim;0,8185;0,9371;0,9697;0,4503;0,9649;0,8963;0,8899;Moderado
05004 - Fabricacao e comercio de prod. de metal;25438;Ativa;Entidades empresariais;Sim;0,9848;0,9362;0,9898;0,6667;0,8905;0,7937;0,9012;Alto
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9371;0,9999;1,0000;0,5556;0,9907;1;0,9465;Moderado
01000 - Instituicoes Financeiras e de Seguros;64506;Ativa;Entidades empresariais;Sim;0,9925;0,9980;0,9933;0,4444;0,943;1;0,9245;Muito Baixo
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,9783;0,9543;0,8277;0,5556;0,9339;1;0,8798;Baixo
06001 - Producao e comercio agricola;46222;Ativa;Entidades empresariais;Sim;0,7930;0,9999;1,0000;0,5556;0,6492;1;0,8296;Alto
07004 - Calcados;15319;Ativa;Entidades empresariais;Sim;0,9905;0,8948;1,0000;0,4444;0,9286;0,9319;0,9026;Alto
03002 - agua e Esgoto;38114;Ativa;Entidades empresariais;Sim;0,9317;0,9490;1,0000;0,4693;0,6752;1;0,8365;Muito Baixo
07004 - Calcados;15106;Ativa;Entidades empresariais;Sim;1,0000;0,8195;0,7900;0,4444;0,8864;0,8293;0,8128;Moderado
02002 - Farmacos;47717;Ativa;Entidades empresariais;Sim;0,8317;0,9934;0,7839;0,6667;0,9654;1;0,8782;Muito Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,7012;0,9819;0,9987;0,6614;0,9239;1;0,9109;Alto
06004 - Alimentos Processados;10627;Ativa;Entidades empresariais;Sim;0,9861;0,7389;0,5898;0,6667;0,7143;0,6737;0,7008;Muito Alto
05001 - Metalurgia e Siderurgia;25314;Ativa;Entidades empresariais;Sim;0,8822;0,8954;1,0000;0,4444;0,9429;0,7815;0,8811;Moderado
06004 - Alimentos Processados;10937;Ativa;Entidades empresariais;Sim;0,9122;1,0000;1,0000;0,4444;0,8557;0,7877;0,8711;Alto
02006 - Defensivos agricolas, adubos e fertilizantes;64620;Ativa;Entidades empresariais;Sim;0,9096;0,9831;1,0000;0,4444;0,9222;0,8335;0,8934;Moderado
08005 - Outros Veiculos;46630;Ativa;Entidades empresariais;Sim;0,7866;0,6974;0,9000;0,4444;0,8986;0,7348;0,8018;Alto
04002 - Eletroeletronicos;26400;Ativa;Entidades empresariais;Sim;0,9698;0,9053;0,6911;0,5972;0,8651;0,7503;0,7934;Muito Alto
09001 - Educacao;85317;Ativa;Entidades empresariais;Sim;0,6942;0,4881;0,7109;0,5556;0,5279;1;0,641;Muito Alto
06004 - Alimentos Processados;10660;Ativa;Entidades empresariais;Sim;0,9805;1,0000;1,0000;0,4444;0,9976;0,9335;0,9351;Moderado
07004 - Calcados;15335;Ativa;Entidades empresariais;Sim;0,6098;0,9268;0,9527;0,4777;0,3909;0,756;0,6796;Muito Alto
06004 - Alimentos Processados;10627;Ativa;Entidades empresariais;Sim;0,7550;0,7208;0,7900;0,4444;0,855;0,7597;0,7601;Moderado
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,9564;0,8055;1,0000;0,6667;0,6881;1;0,8454;Moderado
06003 - Pecuaria, carnes, leites e derivados;10520;Ativa;Entidades empresariais;Sim;0,9429;0,8700;0,9966;0,6269;0,5763;0,8596;0,7993;Muito Alto
08001 - Automoveis;29433;Ativa;Entidades empresariais;Sim;0,9675;0,9483;0,8496;0,4444;0,9728;0,7913;0,8638;Muito Alto
10000 - Industria em Geral;32990;Ativa;Entidades empresariais;Sim;0,9217;0,5604;0,6819;0,4444;0,9399;0,7831;0,7551;Moderado
10003 - Bens de Capital;28313;Ativa;Entidades empresariais;Sim;0,9780;0,6886;1,0000;0,5556;0,8988;0,8168;0,8673;Moderado
10003 - Bens de Capital;27104;Ativa;Entidades empresariais;Sim;0,9025;0,9885;0,9475;0,6667;0,6897;0,8593;0,8337;Muito Baixo
08001 - Automoveis;29301;Ativa;Entidades empresariais;Sim;0,9217;0,8951;0,9588;0,4444;0,928;0,8516;0,876;Muito Alto
10001 - Textil;14126;Ativa;Entidades empresariais;Sim;0,9529;0,8780;1,0000;0,4444;0,83;0,8932;0,8634;Moderado
10002 - Bens de Capital - Comercio e Servicos;46613;Ativa;Entidades empresariais;Sim;0,8724;0,9404;0,7667;0,4860;0,7687;0,8691;0,7809;Moderado
05001 - Metalurgia e Siderurgia;24318;Ativa;Entidades empresariais;Sim;0,9791;0,8193;0,9015;0,6667;0,9002;0,9079;0,8762;Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9914;0,9761;0,9867;0,6667;0,9728;1;0,9511;Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9793;1,0000;1,0000;0,6667;0,7082;1;0,8771;Moderado
06004 - Alimentos Processados;10627;Ativa;Entidades empresariais;Sim;0,8643;0,8169;0,7663;0,4444;0,9074;0,8;0,7957;Alto
09000 - Saude;86101;Ativa;Entidades sem fins lucrativos;Sim;0,6648;0,9987;0,8000;0,5420;0,6633;0,703;0,7338;Alto
09001 - Educacao;85325;Ativa;Entidades sem fins lucrativos;Sim;0,8030;0,9989;1,0000;0,5556;0,6101;0,766;0,7954;Muito Alto
08000 - Transporte Terrestre e Logistica;52117;Ativa;Entidades empresariais;Sim;0,9504;0,9633;0,9933;0,6667;0,687;0,9283;0,8544;Muito Baixo
01002 - Planos de Saude;65502;Ativa;Entidades sem fins lucrativos;Sim;0,8125;0,9994;1,0000;0,4444;0,6665;0,75;0,8006;Moderado
09001 - Educacao;85317;Ativa;Entidades sem fins lucrativos;Sim;0,8644;0,9896;1,0000;0,4444;0,9355;0,7697;0,8873;Alto
04002 - Eletroeletronicos;27325;Ativa;Entidades empresariais;Sim;0,9797;0,9997;0,9508;0,6470;0,942;0,8206;0,9135;Alto
06004 - Alimentos Processados;10414;Ativa;Entidades empresariais;Sim;0,9258;0,7121;0,9353;0,4444;0,9024;0,8996;0,845;Muito Alto
06001 - Producao e comercio agricola;47890;Ativa;Entidades empresariais;Sim;1,0000;0,9999;1,0000;0,6667;0,6293;1;0,8554;Baixo
10000 - Industria em Geral;31021;Ativa;Entidades empresariais;Sim;1,0000;0,9954;1,0000;0,6667;0,9913;0,7216;0,9357;Baixo
06003 - Pecuaria, carnes, leites e derivados;10112;Ativa;Entidades empresariais;Sim;0,9069;0,7142;0,8931;0,4444;0,8393;0,7353;0,7962;Alto
06004 - Alimentos Processados;10619;Ativa;Entidades empresariais;Sim;0,9564;0,8640;0,9933;0,4444;0,9084;0,8889;0,8833;Alto
11003 - Atividades profissionais, cientificas e tecnicas;71120;Ativa;Entidades empresariais;Sim;0,8682;1,0000;0,8667;0,5556;0,5614;1;0,7735;Muito Baixo
07004 - Calcados;15335;Ativa;Entidades empresariais;Sim;0,9987;0,9290;0,9590;0,5028;0,9559;0,8081;0,8977;Moderado
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9544;0,9997;1,0000;0,5624;0,9935;1;0,9497;Alto
06001 - Producao e comercio agricola;47113;Ativa;Entidades empresariais;Sim;0,8984;0,9971;1,0000;0,5556;0,6536;1;0,8411;Baixo
